B3R3,B3R10,B3R9B,B3R6,B14R2,B14R23,B14R15BTERSEDIA,B1282R6,B8R2K3N,B8R2K4N,B4R10B,B121R1,B121R4,B121R5,B121R7,B121R10,B122R3,B1282R1,B1282R2,B1282R3,B1282R4,B1282R5,B122R11,B122R1,B4R3,B51R1B,B3R22E,B3R24,B3R40,B51R2DK2,B14R16,B14R7A,B126R4A,X_Pengiriman_RKO,X_Metode_Pembelian_Kapitasi,X_Persentase_Pemenuhan_EPurchasing,X_Sumber_Dana_Umum,X_Kondisi_Ruang_Farmasi,X_Kualitas_Gudang,X_Sumber_Dana_BPJS,X_Proporsi_Kapitasi,X_Sistem_Pencatatan,X_Kerusakan_Obat,X_Kepemilikan_Kendaraan,X_Intensitas_Kapitasi,Total_Kelompok_Obat_Dinkes
1,0,2,2,2,21676,0,1,1,0,2,1,1,1,0,0,1,0,0,1,4,0,1,1,0,1,1,4,1,1,2,1,1,3,1,0,2,6,4,3,1,1,1,3,3,30
0,0,3,3,2,11872,1,0,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,1,5,2,6,4,3,1,1,1,3,3,32
0,2,0,2,2,3163,0,1,0,0,2,0,0,0,1,0,2,0,0,1,2,0,1,2,0,2,1,4,1,1,1,2,0,0,1,0,3,0,2,2,1,2,3,2,2,34
1,0,2,2,2,14593,0,1,1,2,2,1,3,1,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,2,2,6,4,3,0,1,1,3,1,28
1,2,3,3,1,18774,1,1,1,0,2,1,3,2,1,0,2,0,0,1,4,1,1,2,1,1,1,4,1,1,2,1,1,1,1,0,3,3,4,3,1,3,3,3,4,31
0,0,0,2,2,9073,0,1,0,0,2,1,1,2,0,0,2,0,0,1,12,0,1,1,1,1,0,4,0,0,2,1,1,1,1,1,3,6,3,3,1,0,3,3,4,25
1,0,1,1,2,10795,1,0,2,2,2,1,1,2,1,0,0,0,0,1,5,1,1,0,2,1,0,4,1,1,2,1,1,1,0,0,1,6,3,3,1,1,0,3,0,32
1,0,0,1,2,1899,0,1,0,0,2,0,0,0,0,0,2,0,0,1,10,0,1,0,1,1,1,2,0,1,1,1,1,0,-1,0,3,6,4,2,1,2,3,2,0,34
0,2,2,2,2,2395,0,1,2,2,2,1,1,1,1,0,0,0,0,1,4,0,1,2,2,1,1,4,0,1,2,1,1,1,0,0,2,6,3,2,1,1,1,3,0,29
0,0,0,2,2,-1,1,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,2,1,1,1,4,0,1,1,2,1,1,1,0,2,6,4,2,1,2,3,2,2,33
1,2,2,2,2,1798,0,1,0,1,2,1,3,1,0,0,1,0,0,1,6,1,1,0,2,1,1,4,1,1,2,1,1,0,2,2,3,6,4,3,1,1,0,3,3,29
0,2,2,3,2,9963,1,1,0,0,2,1,1,1,1,0,2,0,0,1,12,1,1,0,0,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,2,1,3,3,25
0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,4,1,1,2,0,1,0,0,0,1,1,2,1,0,1,0,1,0,2,2,1,2,1,0,1,32
1,2,2,2,2,16700,1,1,0,0,2,1,1,2,1,0,1,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,0,1,0,0,2,6,3,3,1,1,1,3,0,31
0,2,2,2,1,8106,0,1,0,0,2,1,1,2,1,0,0,0,0,1,6,0,1,0,1,1,1,4,1,1,2,1,1,1,0,0,2,6,4,3,1,1,1,3,0,33
0,0,0,1,2,402,0,1,0,0,2,0,0,0,1,0,2,0,0,1,12,0,1,1,0,4,0,3,0,1,2,2,0,0,-1,0,2,6,2,3,1,2,1,3,4,33
1,0,0,2,2,0,1,1,1,2,2,1,1,2,1,0,0,0,0,1,4,0,1,0,0,1,1,4,1,1,2,2,0,1,0,0,2,6,3,3,1,2,1,3,0,30
0,0,2,1,2,4963,1,1,1,1,2,1,1,2,0,1,1,0,0,1,12,0,1,2,2,4,0,0,0,1,2,1,1,1,2,5,2,6,3,3,1,2,1,3,3,30
0,2,2,2,2,25966,1,1,0,0,2,1,3,2,0,1,1,1,1,1,4,1,1,1,2,1,1,4,1,1,2,1,1,1,1,2,3,6,3,3,1,3,0,3,4,33
0,0,0,0,2,1000,0,0,1,1,2,0,0,0,1,0,1,0,0,1,12,0,1,2,0,4,0,2,1,0,1,2,1,0,1,0,2,6,3,2,1,2,1,0,1,34
0,0,2,2,2,3338,0,1,1,0,2,1,1,1,1,0,2,0,0,1,8,0,1,0,0,1,1,4,1,1,1,1,1,1,-1,1,3,6,3,3,1,2,0,3,2,33
1,2,2,2,2,13199,0,1,0,0,2,1,1,1,1,0,2,0,0,1,4,0,1,1,0,2,1,4,1,1,2,1,1,1,1,4,2,6,4,3,1,3,3,3,3,31
0,2,0,1,2,-1,0,1,0,0,1,1,3,1,0,0,1,0,0,1,4,1,1,2,0,1,1,4,1,1,2,2,1,1,1,0,1,4,3,2,1,1,1,3,4,26
1,0,2,2,2,5377,1,1,0,0,2,1,1,2,1,0,2,1,0,1,6,0,1,0,2,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,2,1,3,3,30
1,2,2,3,2,1240,1,1,1,0,2,1,1,2,0,0,2,1,12,1,12,0,1,1,2,1,1,4,1,0,2,1,1,2,1,4,3,6,4,3,1,1,0,3,0,32
0,2,1,3,2,19875,1,1,2,2,2,1,3,2,1,0,2,1,12,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,0,3,1,3,4,29
1,2,2,3,2,10887,1,1,0,0,2,1,3,1,1,0,1,0,0,1,12,1,1,2,2,1,1,4,1,1,2,1,1,1,1,3,3,6,3,3,1,3,1,3,3,31
0,0,3,3,2,22249,1,1,2,2,2,1,1,1,1,0,2,0,0,1,10,0,1,1,0,1,1,4,1,1,2,1,1,1,1,1,1,6,4,3,1,2,1,3,3,22
1,2,1,2,2,11837,0,1,1,1,2,1,1,2,1,0,2,0,0,1,6,0,1,1,2,1,1,4,1,1,2,1,0,1,0,0,2,6,4,3,1,2,1,3,0,34
1,0,2,1,2,38365,1,1,1,2,2,1,3,2,1,0,2,1,12,1,12,0,1,2,1,1,1,4,1,1,2,1,1,3,2,5,2,6,4,3,1,1,3,3,3,34
0,0,1,3,2,12784,1,0,0,0,2,1,1,2,0,1,0,0,0,1,45,0,1,0,0,1,1,4,1,1,2,1,1,1,0,0,0,6,4,3,1,2,1,3,0,31
1,2,4,2,2,11155,1,1,1,2,2,1,1,2,1,0,1,1,12,1,12,0,1,0,1,1,1,4,1,1,2,1,1,1,0,0,3,6,4,3,1,1,1,3,1,31
0,0,0,2,2,13530,0,1,0,0,2,1,1,2,1,0,2,0,0,1,6,1,1,0,2,5,1,4,1,1,2,1,1,2,2,5,3,4,4,3,1,1,3,3,4,33
1,0,2,2,2,4606,1,1,0,2,2,1,1,2,1,0,1,0,0,1,4,0,1,0,1,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,1,3,1,34
1,0,1,2,2,-1,0,1,0,0,1,1,1,1,1,0,2,0,0,1,3,1,1,1,0,1,1,4,1,1,2,1,1,1,1,1,2,6,4,3,1,2,1,3,2,25
1,0,1,0,2,21330,1,0,1,0,2,1,3,2,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,3,1,0,1,6,4,3,1,2,1,3,2,31
1,2,0,3,2,28884,1,0,0,0,2,1,3,2,0,1,0,0,0,1,12,0,1,0,1,1,1,4,1,1,2,1,1,1,0,0,2,3,3,2,1,1,1,2,0,31
0,0,3,2,2,8076,0,1,0,0,2,1,1,2,1,0,1,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,0,1,0,0,3,6,4,3,1,1,1,3,0,31
0,2,2,3,1,48575,1,1,1,2,2,1,1,2,1,0,0,0,0,1,10,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,2,6,4,2,0,3,1,3,0,34
1,0,2,1,2,14787,1,1,0,0,2,1,1,2,1,0,2,1,2,0,0,0,1,1,0,1,1,2,1,1,2,1,1,1,1,5,2,6,4,3,1,0,3,3,0,34
1,0,2,2,2,1938,1,1,0,0,2,1,3,2,1,0,1,0,0,1,6,0,1,0,0,1,1,4,1,1,2,1,1,1,1,0,3,6,3,2,1,0,1,3,1,33
0,0,1,2,2,31630,0,1,0,0,2,1,1,2,1,0,2,0,0,1,6,0,1,0,2,1,1,4,1,1,2,1,1,1,1,1,2,6,4,3,1,1,1,3,4,31
0,0,0,1,2,12615,0,1,1,2,2,1,3,1,1,0,2,1,6,1,6,1,1,0,1,1,1,4,1,1,2,1,0,1,2,3,2,6,2,3,1,1,1,3,3,28
0,2,0,2,2,226,1,1,0,0,2,0,0,0,1,0,0,0,0,1,12,0,1,0,2,1,1,4,0,1,2,1,1,0,0,0,3,6,3,3,1,3,0,2,0,33
1,0,1,3,2,-1,1,1,0,0,2,1,1,2,1,0,2,0,0,1,3,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,2,6,2,2,1,1,3,3,3,25
0,0,1,2,2,-1,1,1,0,0,2,1,1,2,1,0,2,1,2,1,4,1,1,2,1,1,1,4,1,1,2,1,1,1,1,5,3,6,4,3,1,1,3,3,2,34
1,0,2,0,2,-1,1,1,2,1,2,1,1,2,1,0,2,0,0,1,3,0,1,1,1,1,1,4,1,0,2,1,1,1,0,0,2,6,4,3,1,2,1,3,0,33
1,0,0,0,2,210,1,1,1,1,2,1,3,2,1,0,2,0,0,1,4,0,1,2,1,1,0,4,1,0,2,1,1,1,1,0,1,6,3,3,1,1,1,3,4,34
0,0,0,1,2,8888,0,1,0,0,2,1,1,2,1,0,2,0,0,1,4,0,1,0,0,2,1,1,0,1,1,2,0,1,-1,0,1,5,3,2,0,2,1,0,0,34
0,0,3,2,2,12287,1,1,0,0,2,1,1,1,1,0,2,0,0,1,12,0,1,1,0,1,1,4,1,1,2,1,0,1,1,4,2,6,2,3,1,2,3,3,2,32
1,2,2,2,2,-1,0,1,0,0,2,1,3,2,0,1,2,0,0,1,4,1,1,1,1,1,1,4,1,1,2,1,0,1,2,5,1,6,3,2,1,1,1,3,1,34
1,2,3,2,2,7369,0,0,1,0,2,1,1,2,0,1,2,1,2,1,4,0,1,1,1,1,1,4,1,0,2,1,1,1,0,0,1,6,3,3,1,3,1,3,0,30
1,0,2,1,2,166,0,0,1,1,2,1,1,2,1,0,2,0,0,1,4,0,1,2,0,2,1,4,1,1,2,1,0,1,1,5,1,5,3,3,1,1,1,3,2,32
1,1,2,2,2,90304,0,1,1,1,2,1,3,2,0,1,2,1,2,1,2,0,1,0,0,1,0,4,1,1,2,1,1,3,2,5,1,6,3,2,1,2,3,3,3,30
1,0,0,2,2,2534,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,1,1,2,1,0,0,0,0,3,6,3,3,1,0,3,3,0,30
1,2,2,2,2,9768,0,1,0,0,2,1,3,1,1,0,1,0,0,1,12,0,1,1,1,1,1,4,1,1,2,2,1,1,1,0,2,6,3,3,1,1,1,3,3,32
1,2,2,2,2,-1,0,1,0,0,2,1,1,1,1,0,2,0,0,1,4,0,1,0,1,1,0,4,0,0,2,1,1,1,1,0,3,6,3,3,1,1,1,3,2,34
1,0,1,2,1,8906,1,0,0,0,2,1,3,2,1,0,1,0,0,1,4,1,1,1,1,1,0,4,1,1,2,1,1,1,1,0,2,6,3,3,1,1,3,3,1,34
0,2,3,0,1,12221,0,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,2,1,1,1,4,1,1,2,1,1,1,2,5,2,6,4,3,1,1,1,3,4,34
1,0,0,2,2,5451,0,1,0,0,2,1,1,2,1,0,1,0,0,1,12,1,1,0,1,2,0,4,1,1,2,1,0,1,1,0,3,6,3,3,1,0,3,3,1,24
1,0,3,2,2,-1,0,1,1,2,2,1,3,1,1,0,1,0,0,1,12,1,1,1,1,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,3,1,2,4,34
0,0,1,2,2,3625,1,1,0,0,2,1,3,2,1,0,2,1,1,1,12,1,1,0,2,1,1,4,1,1,2,1,1,3,2,4,3,6,4,3,1,1,3,3,4,34
1,2,1,1,2,0,1,1,0,0,2,1,1,2,1,0,2,0,0,1,4,0,1,1,0,1,1,4,1,1,2,1,1,0,1,0,2,6,2,3,1,2,0,3,3,25
0,0,0,1,2,1753,1,1,0,0,2,0,0,0,1,0,0,0,0,1,4,0,1,0,0,4,0,2,1,1,1,1,0,0,0,0,1,6,4,2,1,1,1,1,0,28
1,2,2,2,2,-1,0,0,1,2,2,1,1,1,1,0,0,0,0,1,4,0,1,0,0,4,0,1,0,0,1,1,1,1,0,0,3,6,2,3,1,1,3,3,0,32
1,0,1,1,2,12773,0,1,0,0,2,1,1,2,0,1,2,0,0,1,12,0,1,0,1,2,1,4,1,1,2,1,1,1,-1,0,0,6,3,2,1,2,1,3,0,32
0,0,2,3,2,3658,0,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,0,1,2,1,1,1,2,1,0,6,3,3,1,1,3,3,0,33
0,0,2,0,2,1773,1,1,0,0,2,1,1,1,1,0,0,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,0,1,0,0,1,6,3,2,1,2,1,3,0,34
0,0,1,0,2,12273,0,1,2,1,2,1,1,2,1,0,2,0,0,1,12,0,1,0,1,4,0,4,1,1,1,1,0,3,1,4,2,6,3,3,1,1,1,3,0,25
0,2,1,3,1,21430,1,1,0,0,2,1,3,1,0,0,1,0,0,1,12,1,1,0,2,1,1,4,0,0,2,1,0,1,2,2,3,5,4,3,0,3,1,3,1,29
1,0,2,3,2,41846,0,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,2,1,5,1,4,1,1,2,2,1,1,1,0,1,6,4,3,1,1,1,3,1,33
0,0,2,2,2,5817,1,1,0,0,0,1,3,1,1,0,3,0,0,1,6,0,1,2,2,1,1,4,0,1,2,1,1,1,1,4,3,6,4,2,1,3,3,3,4,32
0,2,0,0,1,837,0,0,0,0,2,1,1,2,0,1,1,0,0,0,0,0,1,0,1,1,1,4,1,1,2,2,1,0,2,1,1,3,3,2,0,1,3,1,4,0
0,2,2,2,2,21113,0,1,1,2,2,1,3,1,1,0,1,0,0,1,2,1,1,0,2,1,1,4,1,1,2,1,1,1,2,2,2,6,4,3,1,1,1,3,3,34
0,0,2,3,1,-1,1,1,1,2,2,1,3,2,1,0,2,0,0,1,12,1,1,1,1,1,1,4,1,1,2,1,0,1,1,0,3,6,4,3,0,3,1,3,3,34
0,1,2,0,2,2779,0,0,0,0,2,1,1,2,0,0,0,0,0,1,4,0,1,0,2,1,1,3,0,1,2,1,1,1,0,0,3,6,4,3,1,2,3,3,0,32
0,0,2,2,2,8017,0,1,0,0,2,0,0,0,1,0,1,0,0,1,12,0,1,0,0,1,0,4,1,1,2,2,1,0,1,0,2,6,3,3,1,1,3,3,0,31
0,0,0,2,2,12679,1,1,0,2,2,1,3,2,1,0,1,1,1,1,6,0,1,1,0,1,1,4,1,0,1,1,1,1,1,2,3,6,4,3,1,1,3,3,4,33
0,0,2,2,2,3653,0,1,0,0,2,1,1,1,1,0,2,0,0,1,4,0,1,0,0,1,0,4,1,1,2,1,1,1,1,2,3,3,3,3,1,2,1,3,2,29
0,2,3,0,1,7763,1,1,0,0,2,1,1,2,1,0,1,1,1,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,2,4,2,6,4,3,1,3,0,3,0,34
1,2,2,2,2,-1,0,1,1,0,2,1,3,2,1,0,2,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,1,1,2,1,2,6,4,3,1,1,3,3,3,34
0,0,1,2,2,6452,0,1,1,1,2,0,0,0,0,1,2,0,0,1,4,0,1,0,0,4,0,4,0,1,1,1,1,0,-1,0,2,6,3,3,1,1,1,3,1,29
0,2,3,3,1,35123,1,0,2,1,2,1,3,2,1,0,0,0,0,1,12,1,0,1,2,1,1,4,1,1,2,1,1,1,0,0,3,6,1,3,0,1,1,3,0,29
1,0,2,1,2,2409,1,1,0,0,2,1,3,2,0,1,1,0,0,1,12,0,1,1,0,4,0,4,1,1,1,1,1,1,1,0,2,5,3,2,1,1,0,3,2,29
0,0,1,0,2,-1,0,1,0,0,2,1,3,1,1,0,0,0,0,1,12,0,1,0,0,1,1,4,0,1,2,1,0,1,0,0,3,6,3,3,1,1,1,3,0,32
1,2,2,2,2,14689,1,1,2,0,2,0,0,0,0,1,2,1,12,1,12,0,1,0,2,1,1,4,1,1,2,1,1,0,1,0,3,5,2,3,1,3,2,3,4,33
0,0,0,2,2,22600,1,1,1,2,2,1,1,2,1,0,2,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,0,1,1,5,2,6,4,3,1,1,3,2,3,34
0,0,2,2,2,101,0,1,3,2,2,1,1,1,1,0,0,1,6,1,6,0,1,0,1,4,1,4,1,1,2,1,1,1,0,0,3,6,2,3,1,1,1,3,0,34
1,2,3,2,2,33856,1,1,1,2,2,1,3,1,0,1,1,0,0,1,4,1,1,0,2,1,1,4,1,0,2,1,1,1,2,4,3,6,3,3,1,0,0,3,4,33
0,0,2,3,2,1252,0,1,1,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,4,3,6,3,2,1,1,1,3,0,34
0,0,2,2,2,6373,0,1,0,0,2,1,1,1,0,1,0,0,0,1,4,0,1,0,0,1,1,4,1,1,2,2,1,1,0,0,2,6,4,2,1,1,3,3,0,32
1,0,2,2,2,32500,0,1,0,0,2,1,1,1,0,0,0,0,0,1,5,1,1,0,1,1,0,4,1,0,2,2,1,1,0,0,1,6,4,3,1,2,3,3,0,22
0,2,3,0,1,23801,1,1,1,2,2,1,3,1,0,0,2,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,2,3,3,6,4,3,1,3,0,3,2,34
1,0,1,3,2,6753,1,1,0,0,2,1,3,1,1,0,2,1,2,1,4,1,1,1,2,1,1,4,1,1,2,1,1,1,2,5,3,6,4,3,1,1,1,3,2,29
0,0,2,3,2,1192,1,1,1,2,2,1,3,2,1,0,2,1,1,1,12,1,1,1,1,1,1,4,1,1,2,1,1,1,2,5,3,6,4,3,1,1,1,3,1,27
0,0,3,2,2,3021,0,1,0,0,2,1,1,2,1,0,2,1,2,1,4,0,1,1,0,1,1,4,1,1,2,1,1,1,1,5,3,6,4,3,1,2,1,3,2,26
0,0,1,2,2,-1,1,0,1,2,2,1,3,2,1,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,1,1,1,1,0,0,2,6,3,2,1,2,1,3,0,24
0,0,1,2,2,-1,0,0,0,0,2,1,3,1,1,0,1,0,0,1,3,1,1,2,1,1,1,4,1,1,2,2,1,1,1,0,3,6,4,2,1,1,0,3,1,25
0,2,2,2,2,940,1,1,0,0,1,1,1,2,1,0,1,0,0,1,2,0,0,0,1,1,1,4,1,1,2,1,1,1,-1,0,3,6,1,3,1,2,1,3,3,33
1,2,2,3,2,30318,0,1,1,1,2,1,3,2,1,0,2,0,0,1,12,1,1,2,2,1,1,4,1,1,2,1,1,1,1,0,0,6,3,3,1,1,1,3,3,33
0,0,2,3,2,-1,1,1,1,2,2,1,2,2,1,0,2,1,0,1,0,0,1,1,2,1,1,4,1,1,2,1,0,3,2,1,2,6,4,3,1,1,1,3,3,33
0,0,2,0,2,-1,0,0,2,2,2,1,1,1,1,0,2,0,0,1,4,0,1,1,0,1,1,4,1,1,2,1,1,1,-1,0,3,6,2,3,1,1,1,3,1,33
0,0,1,2,2,551,0,1,1,1,2,1,3,2,1,0,2,0,0,1,12,1,1,2,0,1,0,4,0,1,2,1,1,1,1,5,1,4,2,3,1,0,1,3,1,34
1,0,1,1,2,0,1,1,0,0,2,1,1,1,0,0,2,1,12,1,12,0,1,1,0,4,0,4,1,1,1,1,1,1,-1,0,3,6,3,3,1,0,0,3,4,32
0,0,3,3,2,3598,1,1,0,0,2,1,1,1,1,0,2,1,12,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,3,1,6,4,2,1,3,3,3,4,33
1,2,2,0,2,30223,1,1,1,2,2,1,3,2,1,0,1,1,11,1,11,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,3,3,3,4,28
0,2,2,0,2,6081,1,1,1,1,2,1,3,2,1,0,1,1,1,1,4,1,1,1,0,1,1,4,0,1,2,1,1,1,1,0,3,6,3,3,1,2,1,3,4,31
0,0,3,3,2,87228,1,0,0,0,2,1,1,2,1,0,0,0,0,1,4,0,1,0,2,1,1,4,1,1,2,1,0,1,0,0,2,6,3,2,1,1,1,3,0,34
0,2,2,3,2,-1,1,1,3,2,2,1,3,1,0,1,0,1,12,1,12,1,1,0,2,1,1,4,1,1,2,2,1,3,0,0,2,6,4,3,1,0,0,3,0,3
1,2,2,2,1,495,1,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,1,2,1,1,4,0,0,2,1,1,1,2,3,1,6,4,3,0,1,1,3,4,33
1,0,0,1,2,3905,1,1,0,0,2,1,3,1,0,0,1,0,0,1,4,0,1,0,1,1,1,4,0,1,1,1,1,1,1,0,2,6,3,3,1,2,1,3,2,31
0,0,1,1,2,8538,0,1,2,1,2,0,0,0,1,0,2,0,0,1,1,0,1,1,1,1,1,4,1,1,2,1,1,0,-1,0,0,6,2,3,1,1,1,3,2,16
0,0,0,2,2,6189,1,1,0,0,2,1,1,2,1,0,0,0,0,1,12,0,1,0,0,1,1,4,1,1,2,1,1,1,0,0,3,6,3,3,1,3,1,3,0,27
0,2,3,3,1,8504,0,1,0,2,2,1,1,2,1,0,2,1,4,1,12,0,1,1,1,1,1,4,1,1,2,1,1,1,-1,0,1,6,4,3,0,3,1,3,1,31
0,0,2,3,2,6100,0,1,1,1,2,1,1,2,1,0,1,0,0,1,4,1,1,2,0,1,1,4,0,1,2,1,1,1,1,0,2,6,4,3,1,1,3,3,2,30
0,0,2,3,2,11763,0,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,2,1,1,1,4,1,1,2,1,1,3,-1,0,0,6,4,3,1,2,1,3,2,34
0,0,2,3,2,6493,1,1,3,2,2,1,1,1,1,0,2,0,0,1,4,0,1,1,2,1,1,4,0,1,2,1,1,1,1,0,1,6,4,2,1,0,1,3,2,28
1,0,2,1,2,7807,1,1,0,2,2,1,3,2,1,0,1,0,0,1,12,1,1,2,0,1,0,3,1,1,1,1,1,3,2,5,3,5,4,3,1,1,1,3,4,26
1,0,2,1,2,3638,1,1,2,0,2,1,3,2,1,0,2,0,0,1,12,1,1,0,1,1,1,4,1,0,1,1,1,1,1,5,2,6,4,3,1,0,1,3,3,31
0,0,2,3,2,6297,0,1,1,2,2,1,3,1,1,0,2,0,0,1,12,0,1,1,1,1,1,3,1,1,2,1,0,1,0,0,3,6,4,3,1,1,1,3,3,34
1,2,2,0,2,21468,0,1,1,2,2,1,3,2,1,0,2,0,0,1,2,1,1,2,1,1,1,4,1,1,2,1,0,1,2,3,2,6,2,3,1,1,1,3,4,34
1,0,0,3,2,-1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,2,0,1,2,1,1,1,4,1,0,2,1,0,1,1,0,0,6,3,2,1,2,0,3,4,28
0,0,1,1,2,7947,0,0,0,2,2,1,3,2,1,0,2,0,0,1,2,1,1,1,1,1,0,4,1,1,2,1,1,1,1,0,2,3,3,2,1,2,3,3,4,31
1,0,2,3,2,21801,0,1,0,0,2,1,3,1,1,0,1,1,2,1,12,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,2,1,3,4,31
1,2,2,3,2,13508,1,1,0,0,2,1,3,2,0,1,2,1,12,1,12,1,1,2,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,2,1,1,1,3,4,23
0,2,2,3,2,3271,0,1,1,1,2,1,3,2,1,0,2,0,0,1,4,1,1,2,1,1,1,4,0,1,2,1,1,1,1,0,3,6,3,3,1,3,3,3,4,31
0,0,2,3,2,8996,0,1,1,1,2,1,1,2,1,0,2,0,0,1,5,0,1,1,1,1,1,4,1,1,2,1,1,1,-1,0,2,6,3,2,1,1,3,3,0,30
0,0,2,2,2,-1,0,1,1,2,2,1,1,2,1,0,0,1,2,1,6,0,1,0,1,1,1,4,1,0,2,1,1,1,0,0,3,5,3,3,1,1,3,3,0,28
0,0,1,1,2,1210,0,1,1,2,2,0,0,0,0,0,2,1,1,1,12,0,1,1,0,4,1,0,0,1,1,2,1,0,-1,0,2,6,3,2,1,0,1,3,0,33
1,0,0,1,2,25401,0,1,0,0,1,1,3,2,1,0,2,0,0,1,9,0,1,1,1,1,1,4,0,1,2,2,1,1,-1,0,3,6,3,3,1,1,1,3,2,30
1,0,2,2,2,1437,0,1,1,2,2,1,1,1,0,0,2,0,0,1,6,0,1,2,2,1,1,4,1,1,2,1,1,1,0,0,3,6,3,3,1,3,3,3,1,33
0,0,2,2,2,1583,1,1,0,0,2,1,1,1,0,0,0,0,0,1,4,0,1,0,0,1,0,4,1,1,2,2,1,1,0,0,1,6,3,2,1,1,2,3,0,34
1,0,0,1,2,10585,1,1,0,0,2,1,1,1,1,0,2,0,0,1,12,1,1,2,0,4,1,4,1,0,1,1,1,1,-1,0,3,6,3,3,1,2,1,3,2,31
0,0,2,0,2,22694,0,1,1,1,2,1,3,1,1,0,2,1,1,1,4,0,1,0,2,1,1,4,1,1,2,1,1,1,2,1,3,6,3,3,1,3,1,3,3,33
0,0,2,3,2,585,0,1,0,1,1,1,3,1,1,0,2,1,4,1,4,1,1,1,0,4,1,4,1,1,2,1,1,3,-1,0,2,6,3,3,1,1,1,2,3,33
1,0,2,1,2,21464,0,1,0,0,1,1,1,1,1,0,2,0,0,1,12,1,1,1,0,1,0,4,1,0,1,1,1,2,1,0,1,3,3,3,1,2,1,3,2,34
0,2,2,2,2,28117,1,1,0,0,2,1,1,2,1,0,1,0,0,1,4,0,1,2,2,1,1,4,1,1,2,1,1,1,1,5,2,6,4,3,0,3,0,3,1,33
0,0,2,3,2,792,1,1,0,0,2,1,3,2,1,0,2,1,1,1,12,0,1,1,2,1,1,4,1,1,2,1,0,3,1,4,3,6,3,2,1,1,1,3,4,34
0,0,2,1,2,-1,0,1,1,1,2,1,1,2,1,0,2,0,0,1,12,0,1,0,0,4,0,0,1,1,1,2,1,1,-1,0,1,6,4,3,1,1,1,3,1,29
1,0,2,2,2,3809,1,1,0,0,2,1,3,1,1,0,2,0,0,1,24,0,1,2,2,1,1,4,1,1,2,1,1,1,0,0,3,6,4,3,1,1,3,3,3,34
0,0,2,2,2,-1,0,1,0,0,1,1,1,2,1,0,2,1,2,1,4,0,1,1,0,1,1,4,0,1,2,1,1,1,1,5,2,6,3,2,1,2,1,3,2,25
1,0,1,0,2,20558,0,1,0,2,2,1,3,1,1,0,2,0,0,1,4,0,1,2,2,1,1,4,1,1,2,1,1,1,1,3,2,6,3,3,1,1,1,3,3,34
0,0,2,0,2,20559,1,1,0,0,2,1,3,1,1,0,1,0,0,1,4,1,1,1,0,1,1,4,1,1,2,1,0,1,-1,0,2,6,4,3,1,1,3,3,2,31
1,0,0,1,2,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1,3,1,1,2,0,1,0,0,0,1,1,2,1,0,-1,0,2,6,2,2,1,2,1,0,0,32
0,0,2,2,2,28930,1,1,0,0,2,1,1,2,1,0,2,1,3,1,4,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,3,3,3,3,1,1,3,3,1,33
0,0,2,2,2,8400,1,1,2,2,2,1,1,2,1,0,2,0,0,1,4,0,1,1,1,1,1,4,1,1,1,2,0,3,2,3,1,6,3,2,1,1,1,2,1,22
